student_id,university_name,university_id,latitude,longitude,geom
112000000,國立臺灣大學,0,25.012322604753894,121.55778057225639,0101000020E6100000DD0B49ADB2635E40656B009327033940
112000001,國立臺灣大學,0,25.026620757672454,121.54369833936788,0101000020E61000005F9E1EF4CB625E401299339ED0063940
112000002,國立臺灣大學,0,25.003581745617694,121.52599178081344,0101000020E6100000BF236ED9A9615E40644AB8BBEA003940
112000003,國立臺灣大學,0,24.999664344486725,121.55439904583099,0101000020E6100000C6B122467B635E403A8CA200EAFF3840
112000004,國立清華大學,1,24.79994060046973,121.00170590311184,0101000020E6100000D58413F31B405E4095C23DE8C8CC3840
112000005,國立清華大學,1,24.77671937977183,121.01217939408647,0101000020E610000056D2148CC7405E40174ACE14D7C63840
112000006,國立清華大學,1,24.809193705632016,120.98187656442713,0101000020E6100000183BCD10D73E5E408DD1955127CF3840
112000007,國立清華大學,1,24.783168998688282,120.98071918039413,0101000020E61000009396611AC43E5E40749B74C37DC83840
112000008,國立陽明交通大學,2,24.77696768971838,121.01927225726529,0101000020E61000002BABB4C13B415E409D63C15AE7C63840
112000009,國立陽明交通大學,2,24.782075800745684,121.00993116560792,0101000020E6100000D2DF53B6A2405E401B32A31E36C83840
112000010,國立陽明交通大學,2,24.789272115788894,121.00386175442608,0101000020E6100000C63D5F453F405E4041F5C4BC0DCA3840
112000011,國立陽明交通大學,2,24.77648378594141,121.01293647373174,0101000020E61000009EE680F3D3405E401C7E32A4C7C63840
112000012,國立臺灣師範大學,3,25.024670799368682,121.54031503845572,0101000020E610000013ED868594625E40657454D350063940
112000013,國立臺灣師範大學,3,25.014414951286334,121.52947737753655,0101000020E6100000721F15F5E2615E402659C0B2B0033940
112000014,國立臺灣師範大學,3,25.030124582754482,121.5107660165088,0101000020E61000001034F263B0605E4074BCA13EB6073940
112000015,國立臺灣師範大學,3,25.030729794076056,121.5157289649475,0101000020E61000002A830FB401615E40C99164E8DD073940
112000016,國立臺灣師範大學,3,25.00903006371941,121.54686342149013,0101000020E610000071AB6FCFFF625E400D5B54CB4F023940
112000017,國立臺灣師範大學,3,25.045053281322982,121.54124389392466,0101000020E61000003BE46DBDA3625E4015DCA19C880B3940
112000018,國立中央大學,4,24.961138550766936,121.17658088456025,0101000020E61000003E12E9194D4B5E400578122D0DF63840
112000019,國立中央大學,4,24.976323321060487,121.19028009974959,0101000020E61000004360958C2D4C5E40E3463E53F0F93840
112000020,國立中央大學,4,24.953835529393793,121.19248107640445,0101000020E61000006210269C514C5E405A82B4902EF43840
112000021,國立中央大學,4,24.95032954084461,121.20904681608314,0101000020E61000003E9AE505614D5E40AD59FACB48F33840
112000022,國立中央大學,4,24.959305199264,121.19917489137416,0101000020E6100000BA280B48BF4C5E40BEB8890695F53840
112000023,國立中央大學,4,24.961422443043578,121.19347672084712,0101000020E6100000D8242FEC614C5E403983FEC71FF63840
112000024,國立政治大學,5,24.98823241117373,121.56444117822102,0101000020E6100000663EE4CD1F645E40A1D69ECCFCFC3840
112000025,國立政治大學,5,25.00514738511058,121.58805231293444,0101000020E6100000FF182BA6A2655E40B9B5CA5651013940
112000026,國立政治大學,5,25.003943957662567,121.5928400940171,0101000020E6100000E8E39317F1655E40732DA17802013940
112000027,國立政治大學,5,24.990279999152442,121.59392196940092,0101000020E6100000FCBC4AD102665E401E3E72FD82FD3840
112000028,國立政治大學,5,24.969903700082074,121.56488631449676,0101000020E61000002EAEED1827645E40351FE09B4BF83840
112000029,國立政治大學,5,24.96817309155642,121.57006021323052,0101000020E6100000DB24D5DD7B645E401F1A1531DAF73840
112000030,國立成功大學,6,22.99414809158758,120.20936796127096,0101000020E61000004B9FE048660D5E40DDBF447D80FE3640
112000031,國立成功大學,6,23.011750500366077,120.21278413306774,0101000020E61000008E2857419E0D5E40B0C8AE1402033740
112000032,國立成功大學,6,22.989838380387496,120.22022184332633,0101000020E6100000E4BC5B1D180E5E400417500C66FD3640
112000033,國立成功大學,6,22.98423796899899,120.23060187923016,0101000020E6100000246C622EC20E5E4006550005F7FB3640
112000034,國立成功大學,6,22.98158302574719,120.23798947746403,0101000020E610000002A037383B0F5E4096E4710649FB3640
112000035,國立成功大學,6,23.009490790771867,120.20646262726136,0101000020E6100000C3FB05AF360D5E4075FA0BFD6D023740
112000036,國立臺北大學,7,24.923562884684944,121.23831445713819,0101000020E6100000A4E4478B404F5E407185019E6EEC3840
112000037,國立臺北大學,7,24.951616293753904,121.23485628672164,0101000020E6100000AFAEA9E2074F5E4085031C209DF33840
112000038,國立臺北大學,7,24.95419281386744,121.20865778606937,0101000020E610000051CE2FA65A4D5E408DA3F1FA45F43840
112000039,國立臺北大學,7,24.937680629141774,121.210330762381,0101000020E61000003A71280F764D5E40B24174D60BF03840
112000040,國立臺北大學,7,24.957866137035026,121.23062792507311,0101000020E6100000EFEEA09BC24E5E40E48214B736F53840
112000041,國立臺北大學,7,24.936577920994107,121.20823833401144,0101000020E61000009296E0C6534D5E404BD31492C3EF3840
112000042,國立中山大學,8,22.61971729286863,120.25766533288106,0101000020E61000006082BC967D105E40ECA2E1CAA59E3640
112000043,國立中山大學,8,22.636462247133522,120.27016029885421,0101000020E610000069106C4E4A115E40C0939830EFA23640
112000044,國立中山大學,8,22.642766509703055,120.26354659700648,0101000020E61000005BC78BF2DD105E40812392588CA43640
112000045,國立中山大學,8,22.61206176983753,120.27318779148892,0101000020E61000002187A5E87B115E4086958414B09C3640
112000046,國立中山大學,8,22.637709401944676,120.26710908790278,0101000020E61000007040B75018115E4040B461EC40A33640
112000047,國立中山大學,8,22.63811668719818,120.26440982385458,0101000020E6100000948C2E17EC105E404D8C7E9D5BA33640
112000048,國立宜蘭大學,9,24.747661313175282,121.74566464073435,0101000020E6100000356F2FF8B86F5E407F9258BB66BF3840
112000049,國立宜蘭大學,9,24.727768765069765,121.73287865707974,0101000020E61000000206E27BE76E5E406306C50D4FBA3840
112000050,國立宜蘭大學,9,24.72800916742747,121.75401941645056,0101000020E6100000118DA7DA41705E40074A0DCF5EBA3840
112000051,東吳大學,10,25.086595239243053,121.54355882764659,0101000020E61000006E0CF7AAC9625E40C889081B2B163940
112000052,東吳大學,10,25.110323658957046,121.53318768916596,0101000020E61000003FE641BF1F625E401132DB2B3E1C3940
112000053,東吳大學,10,25.090436316921426,121.55343804554172,0101000020E6100000B07D68876B635E40588C9FD526173940
112000054,長庚大學,11,25.022863926619667,121.42278319639315,0101000020E6100000A57340E10E5B5E40F1160969DA053940
112000055,長庚大學,11,25.02530205811655,121.42615285149017,0101000020E6100000D60F9C16465B5E40D02118327A063940
112000056,長庚大學,11,25.050899906093704,121.45202881518259,0101000020E6100000C483440AEE5C5E40BC0AB8C6070D3940
112000057,大同大學,12,25.076949150260415,121.54111942360751,0101000020E6100000FAE75CB3A1625E40CFD283F0B2133940
112000058,大同大學,12,25.083759883075963,121.51372380235544,0101000020E6100000C792CCD9E0605E402E87A64971153940
112000059,大同大學,12,25.0873153599396,121.52783468967664,0101000020E6100000C076260BC8615E400961A74C5A163940
112000060,臺北醫學大學,13,25.056892606206564,121.57366765199694,0101000020E6100000660687F8B6645E40990A8B83900E3940
112000061,臺北醫學大學,13,25.037315138998874,121.54222607698111,0101000020E610000006EB00D5B3625E4057A5257C8D093940
112000062,臺北醫學大學,13,25.033712406501678,121.55490831154505,0101000020E61000005597269E83635E40E8645360A1083940
112000063,東海大學,14,24.1943355906369,120.61530422333026,0101000020E6100000D312F72461275E40FD3B2EFABF313840
112000064,東海大學,14,24.161893085221248,120.6013048921031,0101000020E61000007DA083C77B265E404B7942D371293840
112000065,東海大學,14,24.178311440125952,120.58975931241883,0101000020E61000006CD6D79DBE255E40F8D78BD1A52D3840
112000066,逢甲大學,15,24.164063614693347,120.64272160685614,0101000020E61000004D78CE5922295E404C92B312002A3840
112000067,逢甲大學,15,24.196985388156502,120.64214511728082,0101000020E61000007680D5E718295E400BEC67A26D323840
112000068,逢甲大學,15,24.180020624869737,120.6573377583558,0101000020E61000001AA463D2112A5E40C76BE8D4152E3840
112000069,中原大學,16,24.952466184095172,121.25932928330884,0101000020E610000039ADD9D998505E40143CE7D2D4F33840
112000070,中原大學,16,24.97641889179768,121.23052929183302,0101000020E6100000584CEEFDC04E5E40B577A796F6F93840
112000071,中原大學,16,24.957810940235696,121.23249313239268,0101000020E6100000F40AE02AE14E5E403610081933F53840
112000072,國立臺灣科技大學,17,25.0045686197751,121.52316747789418,0101000020E6100000B9F871937B615E409C85B8682B013940
112000073,國立臺灣科技大學,17,25.017557573359195,121.54179916092916,0101000020E6100000394C63D6AC625E40F75F33A77E043940
112000074,國立臺灣科技大學,17,24.99523415005,121.53283785856947,0101000020E61000001928F6031A625E40BD534EAAC7FE3840
112000075,國立臺北科技大學,18,25.059634635438666,121.52414947562667,0101000020E61000000E023EAA8B615E40FFEA2837440F3940
